"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Input.image_url2","Input.image_url3","Input.image_url4","Answer.categories","Approve","Reject"
"35JDMRECC6PRZ9I89G3WUK4037YGEQ","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:54 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:54 PDT 2019","","","3LUY3GC632GEPRUQFUKE73M06S57PR","AK0Y7Z9HRL7SG","Submitted","Tue Jul 02 21:56:46 PDT 2019","Tue Jul 02 21:56:59 PDT 2019","Wed Jul 10 21:56:59 PDT 2019","","","","13","100% (1/1)","0% (0/0)","0% (0/0)","chips.jpg","noodles.jpg","dessert.jpg","onions.jpg","Top"
"37VHPF5VYEJX9WSCURLDCJNZUC88C9","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:50 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:50 PDT 2019","","","3IXEICO795ZTDJ9SD1O66ZN10K5T6I","AZ9CDQWRN42YX","Submitted","Tue Jul 02 21:56:09 PDT 2019","Tue Jul 02 21:56:14 PDT 2019","Wed Jul 10 21:56:14 PDT 2019","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","beverage.jpg","beverage.jpg","noodles.jpg","vegemite.jpg","Top"
"3UEBBGULPH42A5JZOWCJGHQROGSFU7","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:20 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:20 PDT 2019","","","3DH6GAKTY15RIFSXPC8GBE8BKQMYZ5","A33AJDI02B9WQ1","Submitted","Tue Jul 02 21:59:52 PDT 2019","Tue Jul 02 21:59:58 PDT 2019","Wed Jul 10 21:59:58 PDT 2019","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","beverage.jpg","carrot.jpeg","fruit.jpg","chips.jpg","Bottom"
"3BVS8WK9Q2B7OXCJPD19EOBVFNDBID","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:55 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:55 PDT 2019","","","39GHHAVOMI7LKT99IJHN7VGE6R94J4","A3DTPGXKABAFEJ","Submitted","Tue Jul 02 21:56:37 PDT 2019","Tue Jul 02 21:56:50 PDT 2019","Wed Jul 10 21:56:50 PDT 2019","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","chips.jpg","onions.jpg","cereal.jpg","chips.jpg","Bottom"
"3ZUE82NE0CH4C8CMLTBEKP82RP08FK","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:51 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:51 PDT 2019","","","3BV8HQ2ZZZHOYNAJ71XPBUX9CVL6AB","A37O30WLLHE8QT","Submitted","Tue Jul 02 21:56:07 PDT 2019","Tue Jul 02 21:56:21 PDT 2019","Wed Jul 10 21:56:21 PDT 2019","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","vegemite.jpg","noodles.jpg","frozen_snack.png","dessert.jpg","Top"
"3MZ3TAMYTN3U44T8LANZE3GZX9GRI6","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:20 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:20 PDT 2019","","","33PPUNGG3BLILEGBBHGM3IFEH37ZR4","AGS3UZE8SMTVS","Submitted","Tue Jul 02 22:00:07 PDT 2019","Tue Jul 02 22:00:54 PDT 2019","Wed Jul 10 22:00:54 PDT 2019","","","","47","0% (0/0)","0% (0/0)","0% (0/0)","onions.jpg","frozen_snack.png","carrot.jpeg","beverage.jpg","Top"
"35O6H0UNLUW1USFG6LVWN3Q3I6G5JI","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:50 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:50 PDT 2019","","","39PAAFCODPGES9OTE9WEIR30HDWVTB","A2582J9NDO5LDU","Submitted","Tue Jul 02 21:56:16 PDT 2019","Tue Jul 02 21:57:25 PDT 2019","Wed Jul 10 21:57:25 PDT 2019","","","","69","0% (0/0)","0% (0/0)","0% (0/0)","dessert.jpg","onions.jpg","chips.jpg","dessert.jpg","Bottom"
"3YKP7CX6G4VAZDVN6MXCNZLM172B7I","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:51 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:51 PDT 2019","","","3EJPLAJKEPWPZVIRJTDOSNOILGRZ64","A3RH0FSJYQSFEZ","Submitted","Tue Jul 02 21:56:44 PDT 2019","Tue Jul 02 21:56:50 PDT 2019","Wed Jul 10 21:56:50 PDT 2019","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","onions.jpg","frozen_snack.png","cereal.jpg","noodles.jpg","Bottom"
"3LOJFQ4BOZVR9P0R3CDRMUE8ACEDKX","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:20 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:20 PDT 2019","","","34S9DKFK765X1QEEMOXMGR12ACFNYE","APX99JE8G6KZ2","Submitted","Tue Jul 02 22:00:47 PDT 2019","Tue Jul 02 22:05:19 PDT 2019","Wed Jul 10 22:05:19 PDT 2019","","","","272","0% (0/0)","0% (0/0)","0% (0/0)","chips.jpg","beverage.jpg","carrot.jpeg","onions.jpg","Middle"
"3KVQ0UJWPZ1N0CFFDKEBCTKBK2P5WD","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:55 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:55 PDT 2019","","","3VBEN272MNFUVCLJ0ES28L44SFVSGV","A3V8KGKKM5ZDH0","Submitted","Tue Jul 02 21:57:30 PDT 2019","Tue Jul 02 21:57:38 PDT 2019","Wed Jul 10 21:57:38 PDT 2019","","","","8","100% (8/8)","0% (0/0)","0% (0/0)","dessert.jpg","onions.jpg","vegemite.jpg","chips.jpg","Middle"
"3RTFSSG7TAM121I057UITIG86SOWLR","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:54 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:54 PDT 2019","","","3PQ8K71NH00PLPMMXEE1RZZV8EBAA5","A3RH0FSJYQSFEZ","Submitted","Tue Jul 02 21:56:55 PDT 2019","Tue Jul 02 21:57:02 PDT 2019","Wed Jul 10 21:57:02 PDT 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","fruit.jpg","beverage.jpg","noodles.jpg","vegemite.jpg","Middle"
"3IKDQS3DQGGQY24P3DX4P8HDX8DICR","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:20 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:20 PDT 2019","","","3GFK2QRXXCXPMWD83NJC1DG08JE5W6","A2Y7OVN2GP3M2F","Submitted","Tue Jul 02 21:58:10 PDT 2019","Tue Jul 02 21:58:43 PDT 2019","Wed Jul 10 21:58:43 PDT 2019","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","beverage.jpg","frozen_snack.png","onions.jpg","dessert.jpg","Middle"
"3EFNPKWBMU4RE7RQ6UXXQ1DN51J30J","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:50 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:50 PDT 2019","","","3Z2R0DQ0JKU36Z8U04N8H06OH5HE2X","A3DTPGXKABAFEJ","Submitted","Tue Jul 02 21:56:29 PDT 2019","Tue Jul 02 21:56:36 PDT 2019","Wed Jul 10 21:56:36 PDT 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","cereal.jpg","carrot.jpeg","fruit.jpg","vegemite.jpg","Bottom"
"306W7JMRY0EEZR06GRPI1ZHHCR8B85","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:51 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:51 PDT 2019","","","3K4J6M3CXH9QVGZPJE6BNLAY69QGAP","AWV0L438RDF8P","Submitted","Tue Jul 02 22:00:38 PDT 2019","Tue Jul 02 22:00:47 PDT 2019","Wed Jul 10 22:00:47 PDT 2019","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","noodles.jpg","vegemite.jpg","fruit.jpg","dessert.jpg","Top"
"307L9TDWJ08UZ3JX70ZV1D90DUU3NU","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:58 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:58 PDT 2019","","","3HFNH7HEMKUIIW668A3XDLP3ARAGQU","A3T3IEU4P594XR","Submitted","Tue Jul 02 21:56:51 PDT 2019","Tue Jul 02 21:56:57 PDT 2019","Wed Jul 10 21:56:57 PDT 2019","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","vegemite.jpg","onions.jpg","dessert.jpg","vegemite.jpg","Bottom"
"30U1YOGZGCCPX8DZ8LMTDG5IR6RDSE","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:54 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:54 PDT 2019","","","3570Y55XZSZRRYXSZKKRQ7S590QYGE","A3T3IEU4P594XR","Submitted","Tue Jul 02 21:56:17 PDT 2019","Tue Jul 02 21:56:26 PDT 2019","Wed Jul 10 21:56:26 PDT 2019","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","onions.jpg","fruit.jpg","noodles.jpg","frozen_snack.png","Top"
"3Z3R5YC0P53NAS4AORM9BL4P52LFTG","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:20 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:20 PDT 2019","","","3VA45EW49Q3IT53NBEQQHTQXT1A1O8","A3DTPGXKABAFEJ","Submitted","Tue Jul 02 21:58:18 PDT 2019","Tue Jul 02 21:59:11 PDT 2019","Wed Jul 10 21:59:11 PDT 2019","","","","53","0% (0/0)","0% (0/0)","0% (0/0)","carrot.jpeg","vegemite.jpg","onions.jpg","cereal.jpg","Middle"
"3OPLMF3EU73BF79MD63VXZ3HDGKLNP","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:51 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:51 PDT 2019","","","3LKC68YZ3DJBU6JQ82FBAJGRPEHOWS","AH5C27EW5D73O","Submitted","Tue Jul 02 21:56:27 PDT 2019","Tue Jul 02 21:59:51 PDT 2019","Wed Jul 10 21:59:51 PDT 2019","","","","204","0% (0/0)","0% (0/0)","0% (0/0)","vegemite.jpg","beverage.jpg","chips.jpg","carrot.jpeg","Top"
"3B9XR6P1WGB3J8WP7VM9QPQVS22BJP","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:55 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:55 PDT 2019","","","32SVAV9L3IPP14N1OZZR4RLP24K3A3","AZZYF19BXGOHY","Submitted","Tue Jul 02 21:58:00 PDT 2019","Tue Jul 02 21:58:10 PDT 2019","Wed Jul 10 21:58:10 PDT 2019","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","noodles.jpg","onions.jpg","fruit.jpg","vegemite.jpg","Bottom"
"3OEWW2KGQLRAZGL6145KTBVHUHODOH","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:53 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:53 PDT 2019","","","3NL0RFNU0I3GVDFR04HZ8AGRLG9K4J","AD3176YJTD639","Submitted","Tue Jul 02 21:57:16 PDT 2019","Tue Jul 02 21:57:33 PDT 2019","Wed Jul 10 21:57:33 PDT 2019","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","dessert.jpg","noodles.jpg","onions.jpg","frozen_snack.png","Bottom"
"3VJ4PFXFJ5N7EE2RDGQR2GF0R0FUA9","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:20 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:20 PDT 2019","","","3I3WADAZ9TKHHN46C1S2KJ3E5HFO5D","A1823B3S2PJMGQ","Submitted","Tue Jul 02 21:59:22 PDT 2019","Tue Jul 02 21:59:30 PDT 2019","Wed Jul 10 21:59:30 PDT 2019","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","noodles.jpg","beverage.jpg","cereal.jpg","onions.jpg","Middle"
"3A3KKYU7P5XL8J0L5JVXTVVX6XEWMT","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:55 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:55 PDT 2019","","","3IXEICO795ZTDJ9SD1O66ZN10K76TX","A3DTPGXKABAFEJ","Submitted","Tue Jul 02 21:58:30 PDT 2019","Tue Jul 02 22:01:16 PDT 2019","Wed Jul 10 22:01:16 PDT 2019","","","","166","0% (0/0)","0% (0/0)","0% (0/0)","frozen_snack.png","chips.jpg","onions.jpg","beverage.jpg","Top"
"3D0LPO3EADFDXRGXX0SY6W5IC5UOY0","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:20 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:20 PDT 2019","","","3TR2532VISAZZGDN17A24T0S2IFJ64","A7GUBXCBHLX","Submitted","Tue Jul 02 21:58:00 PDT 2019","Tue Jul 02 22:01:15 PDT 2019","Wed Jul 10 22:01:15 PDT 2019","","","","195","0% (0/0)","0% (0/0)","0% (0/0)","onions.jpg","noodles.jpg","vegemite.jpg","fruit.jpg","Bottom"
"3D17ECOUOGBRLWC82D1X46WXATP31M","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:51 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:51 PDT 2019","","","3M0BCWMB8YCRBCUH4XAP4ZGSIFZWBX","A2QF8HWL0O1C04","Submitted","Tue Jul 02 21:58:12 PDT 2019","Tue Jul 02 21:58:20 PDT 2019","Wed Jul 10 21:58:20 PDT 2019","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","chips.jpg","chips.jpg","carrot.jpeg","cereal.jpg","Top"
"3P0I4CQYV0N98MLXIZAALZK21XTWO8","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:55 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:55 PDT 2019","","","3IJXV6UZ10ZWQOR1BDS03NCOLQ3RIX","AF5MROGXMI9OL","Submitted","Tue Jul 02 21:56:23 PDT 2019","Tue Jul 02 21:56:28 PDT 2019","Wed Jul 10 21:56:28 PDT 2019","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","carrot.jpeg","frozen_snack.png","cereal.jpg","beverage.jpg","Top"
"3LN50BUKPXRBISLZTLGN1O8CDVLLPL","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:53 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:53 PDT 2019","","","3BC8WZX3V6C9JNUK10M9HFDF8MNRR2","A1UBGFVB3K899Y","Submitted","Tue Jul 02 21:58:19 PDT 2019","Tue Jul 02 21:58:25 PDT 2019","Wed Jul 10 21:58:25 PDT 2019","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","frozen_snack.png","dessert.jpg","noodles.jpg","cereal.jpg","Bottom"
"32FESTC2NJ6V7TZPXUMI8B5OR30UCB","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:22 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:22 PDT 2019","","","3LQ8PUHQFO8J1UDYF8G6PJAIYH7IHT","A3FQ7AQJCV8SNP","Submitted","Tue Jul 02 21:59:12 PDT 2019","Tue Jul 02 22:00:00 PDT 2019","Wed Jul 10 22:00:00 PDT 2019","","","","48","0% (0/0)","0% (0/0)","0% (0/0)","onions.jpg","vegemite.jpg","frozen_snack.png","onions.jpg","Bottom"
"3VO4XFFP172X3JXCP4U2IOGLN737QQ","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:20 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:20 PDT 2019","","","3LS2AMNW5I66A9N4WTG5IUY51D2OQQ","A8YXRUN7KL0FB","Submitted","Tue Jul 02 21:59:34 PDT 2019","Tue Jul 02 21:59:42 PDT 2019","Wed Jul 10 21:59:42 PDT 2019","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","frozen_snack.png","fruit.jpg","frozen_snack.png","cereal.jpg","Middle"
"30P8I9JKOK1ALNFANA9FQR1XDTN5V3","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:55 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:55 PDT 2019","","","3A1PQ49WVKX81OH071V0XKTWHFV1HJ","A1PYMROZ75S4FW","Submitted","Tue Jul 02 21:56:25 PDT 2019","Tue Jul 02 21:56:31 PDT 2019","Wed Jul 10 21:56:31 PDT 2019","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","vegemite.jpg","frozen_snack.png","cereal.jpg","dessert.jpg","Middle"
"3BA7SXOG1L61FYHVCOB81EMLUDB8RF","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:55 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:55 PDT 2019","","","32VNZTT0AAK2IHSMQOQW9M25G84R4K","A3P9TMATWBA1QP","Submitted","Tue Jul 02 21:59:29 PDT 2019","Tue Jul 02 22:02:06 PDT 2019","Wed Jul 10 22:02:06 PDT 2019","","","","157","0% (0/0)","0% (0/0)","0% (0/0)","noodles.jpg","dessert.jpg","cereal.jpg","beverage.jpg","Middle"
"3OCZWXS7ZQN7PI3G96793I3VMVL5LK","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:51 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:51 PDT 2019","","","33JKGHPFYFAX79P03L9BMWEV120MNM","A2582J9NDO5LDU","Submitted","Tue Jul 02 21:58:45 PDT 2019","Tue Jul 02 21:59:15 PDT 2019","Wed Jul 10 21:59:15 PDT 2019","","","","30","0% (0/0)","0% (0/0)","0% (0/0)","cereal.jpg","frozen_snack.png","cereal.jpg","carrot.jpeg","Top"
"3JAOYN9IHNINVZQNPHFGSZBU8D333E","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:53 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:53 PDT 2019","","","3XM0HYN6NNFZY69022YKDDEHSF9EPK","A1PYMROZ75S4FW","Submitted","Tue Jul 02 21:56:50 PDT 2019","Tue Jul 02 21:56:54 PDT 2019","Wed Jul 10 21:56:54 PDT 2019","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","beverage.jpg","frozen_snack.png","chips.jpg","onions.jpg","Middle"
"3VLL1PIENS4D2HQ2TMUHK3EKIZYOZR","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:20 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:20 PDT 2019","","","3JRJSWSMQK1SRH4D441D0ABGNJJE3A","A167GKZSRIYRC1","Submitted","Tue Jul 02 22:00:40 PDT 2019","Tue Jul 02 22:28:09 PDT 2019","Wed Jul 10 22:28:09 PDT 2019","","","","1649","0% (0/0)","0% (0/0)","0% (0/0)","carrot.jpeg","fruit.jpg","noodles.jpg","chips.jpg","Bottom"
"3511RHPADXUWU51E6DKC6J8REDARLK","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:22 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:22 PDT 2019","","","3KKG4CDWKLEWEHW0W7QAI12BAMZ49B","A1DXFMUVK5015A","Submitted","Tue Jul 02 21:59:49 PDT 2019","Tue Jul 02 21:59:56 PDT 2019","Wed Jul 10 21:59:56 PDT 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","vegemite.jpg","beverage.jpg","carrot.jpeg","onions.jpg","Top"
"3LB1BGHFL4CTAJL5THEX06B5BDAYTV","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:56 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:56 PDT 2019","","","31QNSG6A5U9TJZV9TDI3LHRAHI5787","A2235F2T52E49T","Submitted","Tue Jul 02 21:56:40 PDT 2019","Tue Jul 02 21:56:47 PDT 2019","Wed Jul 10 21:56:47 PDT 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","chips.jpg","cereal.jpg","vegemite.jpg","chips.jpg","Bottom"
"3CO05SML7XLJX9CSHKYT8ZG3BFZ0RK","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:51 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:51 PDT 2019","","","33FBRBDW6RFZVGQ5KUQE13JOITW8C1","APCG2B9LG0MZ7","Submitted","Tue Jul 02 21:57:03 PDT 2019","Tue Jul 02 21:57:12 PDT 2019","Wed Jul 10 21:57:12 PDT 2019","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","dessert.jpg","chips.jpg","noodles.jpg","cereal.jpg","Top"
